Japurá,Roxa,Mecanizada,3.500,3.800,4.000,4.500,6.200,10.300,14.500,14.500.1,9.500
,Mecanizável,2.500,2.800,3.200,3.200,5.370,9.500,13.500,12.400,8.000,
,Não Mecanizável,-,-,-,-,-,-,-,,,
,Inaproveitáveis,1.300,1.500,-,-,-,-,-,,,
,,,,,,,,,,,
Mista,Mecanizada,2.500,2.600,2.900,3.200,4.960,8.500,12.000,10.300,7.800,
Mecanizável,2.000,2.000,2.300,2.500,4.540,8.000,11.000,8.300,6.500,,
Não Mecanizável,-,-,-,-,-,-,-,,,,
Inaproveitáveis,1.250,1.300,-,-,-,-,-,,,,
