Araruna,Roxa,Mecanizada,3.305,2.500,2.875,3.500,5.075,9.071,12.340,10.116,9.835
,Mecanizável,-,-,-,-,-,-,8.638,7.076,7.686,
,Não Mecanizável,-,-,-,-,-,-,4.319,3.407,5.372,
,Inaproveitáveis,-,-,-,-,-,-,864,1.012,983,
,,,,,,,,,,,
Mista,Mecanizada,2.280,1.700,2.500,3.000,5.100,8.671,9.503,7.919,7.686,
Mecanizável,1.860,1.250,2.000,2.400,4.080,6.937,6.763,5.678,6.364,,
Não Mecanizável,1.400,1.000,1.100,1.320,2.244,3.815,3.720,3.357,4.959,,
Inaproveitáveis,1.160,550,200,240,459,780,773,792,769,,
