Rolândia,Roxa,Mecanizada,3.300,3.512,3.512.1,4.133,5.991,8.260,18.600,14.450,10.300
,Mecanizável,2.685,3.306,3.223,3.720,5.092,7.440,16.530,12.400,7.400,
,Não Mecanizável,1.860,2.066,1.859,2.480,2.893,3.720,7.500,7.500,4.900,
,Inaproveitáveis,1.860,1.653,-,-,-,-,-,,4.900,
,,,,,,,,,,,
Mista,Mecanizada,-,-,-,3.306,4.750,6.700,13.300,10.330,9.300,
Mecanizável,-,-,-,2.686,4.191,5.800,13.300,10.330,6.700,,
Não Mecanizável,-,-,-,-,-,-,-,,,,
Inaproveitáveis,-,-,-,-,-,-,-,,,,
